R_stu,I_stu,A_stu,S_stu,E_stu,C_stu,R_voc,I_voc,A_voc,S_voc,E_voc,C_,Hitrate,Firstcodepercentage,Twocodespercentage,Decliningrate,Delayrate,StudySuspensionrate,TotalSuspensionrate,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_bachelor,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,salary_mas_vs_bach,emplorate_mas_vs_bach
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,-0.00586813,0.074265976,0.01687389,0.042628774,0.026642984,0.026642984,0.010657194,49013,26541,0.9714,0.9135,-0.028,577.83,0.0162,1182,1.846690027,1.063382594
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.004814886,0.037249284,0.022792023,0.068376068,0.015669516,0.015669516,0.007122507,52487,30664,0.9539,0.8306,-0.0023,3555.5,0.0122,5908,1.711681451,1.148446906
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,-0.006726174,0.018726592,0.018633369,0.094760443,0.030753968,0.029761905,0.006944444,46272,33114,0.9091,0.9171,-0.0873,1065.33,0.0665,-519,1.397354593,0.991276851
0,1,1,1,0,0,0,1,0,1,0,0,5,1,1,0.019096003,0.127413127,0.024621212,0.0625,0.028409091,0.026515152,0.009469697,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,-0.017996557,0.031413613,0.021986971,0.078990228,0.025704809,0.025704809,0.006633499,52982,29212,0.9353,0.8844,0.0117,-394,-0.0045,1846,1.813706696,1.057553143
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.064453021,0.042035398,0.021840387,0.087103259,0.038865546,0.037815126,0.009453782,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,-0.066630726,0.03562341,0.022457627,0.094067797,0.025445293,0.025445293,0.002544529,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,-0.049207435,0.074303406,0.030351438,0.111821086,0.063897764,0.057507987,0.014376997,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,0.0192275,0.041331803,0.022853958,0.074136009,0.041079812,0.040492958,0.008802817,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
0,0,0,1,0,1,0,1,0,1,0,0,4,0.71,0.57,0.602867304,0.011075949,0.018973618,0.060354174,0.013531291,0.012403684,0.001691411,69710,52190,0.9614,0.9602,-0.0074,1539.67,0.005,2271,1.335696494,1.00124974
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.056352806,0.031301483,0.035303777,0.122331691,0.048859935,0.034201954,0.011400651,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,0.094140224,0.091051805,0.024911433,0.051256039,0.028064993,0.025110783,0.00295421,56009,30596,0.9583,0.8867,-0.0784,3774,0.0565,4352,1.830598771,1.080748844
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.145094582,0.071116656,0.034076828,0.08488228,0.050748211,0.034482759,0.006506181,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.078235731,0.078878177,0.027562446,0.074074074,0.040763226,0.026019081,0.003469211,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.052732681,0.007992895,0.03164557,0.050632911,0.030590717,0.023734177,0.008438819,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,-0.122222222,0.008196721,0.048387097,0.133064516,0.040322581,0.040322581,0.008064516,49013,26541,0.9714,0.9135,-0.028,577.83,0.0162,1182,1.846690027,1.063382594
0,0,1,0,1,0,0,0,0,0,1,1,4,0.46,0.33,0.070704134,0.010989011,0.041884817,0.102094241,0.054216867,0.054216867,0.003012048,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.015497525,0.04964539,0.033333333,0.096969697,0.038709677,0.038709677,0.006451613,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.021202825,0.026804124,0.013832342,0.059337897,0.020255864,0.020255864,0.006396588,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,0.124606942,0.021226415,0.040415704,0.136258661,0.037735849,0.034198113,0.005896226,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.036565416,0.093457944,0.0321055,0.11215392,0.029494382,0.028089888,0,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,0.104761905,0.101449275,0.032352941,0.097058824,0.070588235,0.070588235,0.014705882,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,0,0,0,0,0,1,0,1,0,5,0.35,0.17,0.089099306,0.018691589,0.025735294,0.077205882,0.024793388,0.023415978,0.004132231,35942,27021,0.9357,0.8631,-0.0578,226.5,0.0202,1785,1.330150624,1.084115398
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,0.661667424,0.049535604,0.014195584,0.099369085,0.06122449,0.037676609,0,49013,26541,0.9714,0.9135,-0.028,577.83,0.0162,1182,1.846690027,1.063382594
1,0,0,1,1,0,0,0,0,0,1,1,3,0.56,0.33,0.15170661,0.083608361,0.042628022,0.150759919,0.085731415,0.069544365,0.004196643,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.140441684,0.039735099,0.023344217,0.107404464,0.068138196,0.062380038,0,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.053690807,0.045016077,0.021969697,0.087121212,0.054545455,0.042424242,0.003030303,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,0.215883094,0.076677316,0.018469657,0.075197889,0.056728232,0.042216359,0.002638522,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,-0.071737535,0.045454545,0.030129556,0.062636929,0.023668639,0.013313609,0,56009,30596,0.9583,0.8867,-0.0784,3774,0.0565,4352,1.830598771,1.080748844
0,0,1,0,0,0,0,0,1,0,1,0,5,0.5,0.2,0.058439231,0.019762846,0.029881301,0.063515722,0.016042781,0.005347594,0,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,-0.066058463,0.014861996,0.017148639,0.041211708,0.013057671,0.008705114,0,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.030871374,0.012903226,0.010992409,0.023026077,0.024930748,0.013850416,0,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.032559836,0.007968127,0.014015462,0.033694636,0.014002334,0.009334889,0.001166861,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.139401195,0.028138528,0.010204082,0.026785714,0.010204082,0.003826531,0,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.120956428,0.049562682,0.02259887,0.043079096,0.016,0.008,0.0008,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,0.021436432,0.070484581,0.015746112,0.03840857,0.036253776,0.03021148,0,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,0.111979422,0.098739496,0.028594125,0.263806867,0.039748954,0.034518828,0.011506276,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,0.049285366,0.069090909,0.042467949,0.266826923,0.046554935,0.04283054,0.009310987,56009,30596,0.9583,0.8867,-0.0784,3774,0.0565,4352,1.830598771,1.080748844
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,-0.055590584,0.050660793,0.0227662,0.242204301,0.019950125,0.014962594,0.006234414,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,0.000336102,0.065359477,0.014240506,0.115506329,0.023052464,0.019077901,0.003974563,49013,26541,0.9714,0.9135,-0.028,577.83,0.0162,1182,1.846690027,1.063382594
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.085058102,0.149560117,0.034103641,0.183935574,0.059556787,0.048476454,0.005540166,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.57,-0.167000917,0.043875686,0.022560086,0.146053312,0.019495413,0.019495413,0.010321101,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,0.262727477,0.087260035,0.022522523,0.126876877,0.030351438,0.021565495,0.005591054,46272,33114,0.9091,0.9171,-0.0873,1065.33,0.0665,-519,1.397354593,0.991276851
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.159552056,0.065138721,0.019693654,0.148796499,0.034463895,0.029540481,0.006017505,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,0.174938251,0.067193676,0.029090909,0.168181818,0.033636364,0.028181818,0.007272727,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.037081575,0.068062827,0.030141844,0.163120567,0.047938639,0.040268456,0.016299137,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.007843778,0.061990212,0.031441718,0.212423313,0.034883721,0.030730897,0.005813953,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,0.147355912,0.093264249,0.024154589,0.224637681,0.032608696,0.030193237,0.016908213,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.061498268,0.058823529,0.020440252,0.16509434,0.024443237,0.020640956,0.009777295,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.038912117,0.060185185,0.019034355,0.136954503,0.024137931,0.019704433,0.007389163,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.076792674,0.217228464,0.032603507,0.175961517,0.028481013,0.025316456,0.007594937,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.06107006,0.074681239,0.025423729,0.151694915,0.04473439,0.039142591,0.010251631,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.603381643,0.170940171,0.038343558,0.170245399,0.115384615,0.103076923,0.013846154,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,1,1,0,0,0,1,0,1,0,5,0.5,0.25,-0.425352372,0,0.0325,0.06,0.073809524,0.028571429,0.016666667,53843,30796,0.8947,0.7746,0.0677,-8451,0.0178,2329,1.748376413,1.155047767
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,0.00773972,0.075,0.035230352,0.176151762,0.073170732,0.063685637,0.012195122,32386,26237,0.9362,0.9252,-0.0327,1963,0.028,2337,1.234363685,1.011889321
0,0,1,0,0,0,1,0,1,0,0,0,5,0.42,0.21,-0.097443245,0.093862816,0.049342105,0.131578947,0.0625,0.059210526,0.016447368,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.087408183,0.11627907,0.019138756,0.100478469,0.035128806,0.030444965,0.00234192,49852,29212,0.954,0.8844,0.0072,948.33,0.0158,3186,1.706558948,1.078697422
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.182316288,0.078740157,0.018990419,0.117410267,0.051039698,0.051039698,0.003780718,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.205477063,0.076086957,0.0375,0.14,0.0825,0.08,0.015,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.155299257,0.053295933,0.038983051,0.141525424,0.038461538,0.02173913,0.003344482,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.079555252,0.035805627,0.029446408,0.14664311,0.057478368,0.050061805,0.012360939,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.6125559,0.060402685,0.040123457,0.145061728,0.077160494,0.074074074,0.015432099,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,0,0,0,0,1,0,0,0,1,4,0.75,0.25,0.551699005,0,0.009459459,0.010810811,0.008108108,0.002702703,0,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
0,1,0,0,0,1,0,1,0,1,0,0,4,0.33,0.33,0.002628519,0.00273224,0.015226974,0.01362953,0.004792332,0.003194888,0.003194888,36696,28147,0.9153,0.8599,0.0825,7148.6,0.0277,2782,1.303726863,1.064426096
0,0,0,1,0,1,0,1,0,1,0,0,4,0.71,0.57,0.446381616,0.005621767,0.010799573,0.017628119,0.008261172,0.006668657,0.003583159,69710,52190,0.9614,0.9602,-0.0074,1539.67,0.005,2271,1.335696494,1.00124974
0,0,0,0,0,0,0,0,0,0,1,1,4,0.27,0.18,0.473382429,0.050632911,0.052287582,0.184640523,0.068627451,0.066993464,0.026143791,42368,27967,0.9041,0.8566,-0.0166,-1985.5,-0.0059,2004,1.514928308,1.055451786
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.088967501,0.033175355,0.039583333,0.083333333,0.05625,0.054166667,0.022916667,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.041666667,0.110465116,0.020289855,0.114492754,0.057522124,0.054572271,0.028023599,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.510353535,0.099337748,0.046948357,0.169014085,0.098191214,0.093023256,0.025839793,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.05027495,0.112676056,0.031434387,0.14659101,0.088365243,0.082474227,0.030927835,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.000353226,0.058394161,0.042459736,0.10102489,0.035971223,0.035971223,0.007194245,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.018938948,0.060855263,0.023255814,0.059800664,0.033222591,0.031561462,0.007475083,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,0.75,0.057971014,0.034090909,0.115240642,0.125,0.109375,0.03125,32386,26237,0.9362,0.9252,-0.0327,1963,0.028,2337,1.234363685,1.011889321
0,0,1,0,1,0,0,0,0,0,1,1,4,0.46,0.33,0.933516196,0.090909091,0.00625,0.101923077,0.05511811,0.05511811,0.011811024,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.797435897,0.006369427,0.032786885,0.068306011,0.169934641,0.094771242,0.026143791,49852,29212,0.954,0.8844,0.0072,948.33,0.0158,3186,1.706558948,1.078697422
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.447525677,0.051428571,0.021505376,0.049103943,0.075268817,0.068100358,0.019713262,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,1,0,0,1,1,0,0,0,0,1,1,5,0.72,0.64,1.988863287,0.114285714,0.013513514,0.027027027,0.117647059,0.107843137,0.029411765,39791,30202,0.9444,0.8996,0.013,-3597.67,-0.0243,7181,1.31749553,1.049799911
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.464985486,0.075067024,0.014,0.044,0.078763709,0.06779661,0.010967099,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,0.596091001,0.131386861,0.024096386,0.036144578,0.048192771,0.042168675,0.012048193,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,-0.047047321,0.032822757,0.013829787,0.043617021,0.017667845,0.015312132,0.010600707,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.57,0.063831776,0.033407572,0.007446809,0.030851064,0.018338727,0.017259978,0.006472492,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,0.084461378,0.020703934,0.019011407,0.040874525,0.022821577,0.021784232,0.007261411,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.008042633,0.065088757,0.021578298,0.0702836,0.035487959,0.032953105,0.008238276,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.008192012,0.044871795,0.017232795,0.054330615,0.022425629,0.0201373,0.005034325,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.03532492,0.028823058,0.014731121,0.045732938,0.024419536,0.023618895,0.005204163,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.058399261,0.040825482,0.015892421,0.049877751,0.02931283,0.02666987,0.00792888,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,-0.06375105,0.094212651,0.014306152,0.081545064,0.032,0.028363636,0.006545455,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.028377707,0.063660477,0.029522613,0.088567839,0.045394737,0.042763158,0.011842105,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,0.177199987,0.020997375,0.034283126,0.070744902,0.063053097,0.059734513,0.019911504,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.150638874,0.034759358,0.020884521,0.036855037,0.040097205,0.037667072,0.004860267,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,0.137039664,0.051546392,0.032294484,0.073627205,0.084123223,0.081753555,0.028436019,32386,26237,0.9362,0.9252,-0.0327,1963,0.028,2337,1.234363685,1.011889321
0,0,1,0,1,0,0,0,0,0,1,1,4,0.46,0.33,0.146382927,0.02970297,0.022495549,0.053898604,0.051152738,0.043948127,0.003602305,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
0,0,1,0,0,0,1,0,1,0,1,0,4,0.47,0.21,0.134601449,0.044067797,0.015822785,0.05221519,0.053797468,0.050632911,0.02056962,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,0.346274576,0.036036036,0.025,0.059782609,0.059405941,0.056435644,0.013861386,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.139714891,0.039337474,0.015510949,0.047445255,0.056569343,0.054744526,0.013686131,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,0.122625818,0.062611807,0.032072368,0.080592105,0.058388158,0.053453947,0.009868421,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.182579866,0.019230769,0.013181019,0.03427065,0.037785589,0.028998243,0.008787346,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.190153084,0.026915114,0.011111111,0.032098765,0.038209607,0.033842795,0.009825328,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,0.042497986,0.029126214,0.022187005,0.055467512,0.044426494,0.041195477,0.005654281,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,-0.069789082,0.030973451,0.01953125,0.060546875,0.052734375,0.046875,0.015625,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,0,0,0,0,0,0,0,1,1,4,0.27,0.18,0.108309991,0.028301887,0.036290323,0.076612903,0.096774194,0.092741935,0.024193548,45052,28950,0.8636,0.803,-0.0131,-2654.5,-0.0249,832,1.556200345,1.075466999
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.25,-0.148870238,0.034482759,0.021992481,0.09906015,0.046692607,0.038910506,0.007782101,39621,28972,0.9083,0.8297,0.0179,-5907.25,-0.0086,3662,1.367561784,1.094733036
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.126382626,0.13253012,0.032520325,0.124661247,0.082317073,0.079268293,0.012195122,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,0.120102331,0.027874564,0.041335453,0.124006359,0.053877551,0.051428571,0.011428571,47556,32770,0.9697,0.91,-0.0026,2042.25,0.0043,2519,1.451205371,1.065604396
0,0,1,0,1,0,0,0,0,0,1,1,4,0.46,0.33,0.099033027,0.035714286,0.027145359,0.093695271,0.078431373,0.071895425,0.015873016,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
0,1,0,0,0,1,0,1,0,1,0,0,4,0.33,0.33,0.093362193,0.025423729,0.014294282,0.066783287,0.060064935,0.055194805,0.019480519,36696,28147,0.9153,0.8599,0.0825,7148.6,0.0277,2782,1.303726863,1.064426096
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,-0.098677249,0.04494382,0.01980198,0.079207921,0.027027027,0.021621622,0.010810811,52982,29212,0.9353,0.8844,0.0117,-394,-0.0045,1846,1.813706696,1.057553143
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.000280112,0.034722222,0.020134228,0.083892617,0.05625,0.05,0.00625,49852,29212,0.954,0.8844,0.0072,948.33,0.0158,3186,1.706558948,1.078697422
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.081590414,0.067226891,0.023897059,0.158088235,0.091603053,0.08778626,0.020992366,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,0,1,0,1,0,1,0,1,0,0,4,0.71,0.57,0.217550532,0.065583634,0.014602257,0.047587093,0.022711143,0.020936835,0.006387509,69710,52190,0.9614,0.9602,-0.0074,1539.67,0.005,2271,1.335696494,1.00124974
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,-0.018002977,0.045325779,0.040540541,0.078624079,0.062579821,0.060025543,0.01660281,56009,30596,0.9583,0.8867,-0.0784,3774,0.0565,4352,1.830598771,1.080748844
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,0.31392498,0.10940919,0.018050542,0.059566787,0.070397112,0.054151625,0.018050542,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.0449714,0.04712813,0.013623978,0.058583106,0.053206003,0.041609823,0.012960437,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
