types,Set,Sch_code,SCHOOL,Dep_code,department,Sch_dep_code,Sch_dep,groupnumber,groupname,groupname_number,subgroupnumber,subgroupname,subgroupname_number,Numofstudents,Numofteachers,Numofgraduates,Country,System,Teacherstudentratio,NumberofFirstgrade,NumberofSecondgrade,NumberofThirdgrade,NumberofFourthgrade,Numberofseniorsandabove,Numberofdelaypeople,Decliningrate,Delayrate,numberofteachers,assistantproratio,lecturersandaboveratio,lecturersandaboverationum,lecturersandabovenum,Pro_vs_AssociateProfessorandLecturer,Averagehoursperweek_rofessors,Averagehoursperweek_associateprofessor,Averagehoursperweek_assistantprofessors,Averagehoursperweek_lecturers,Averagehoursperweek_otherteachers,Graduationscore,Professionalcreditratio,General_commoncreditratio,Graduationprofessionalscore,GraduationGeneralCommonAcademicScores,Graduationinternshipscore,Graduationothergraduationscores,Collegestudentinterestcode,interestcodeR_stu,interestcodeI_stu,interestcodeA_stu,interestcodeS_stu,interestcodeE_stu,interestcodeC_stu,Hollandcode_two,interestcodeR_voc,interestcodeI_voc,interestcodeA_voc,interestcodeS_voc,interestcodeE_voc,interestcodeC_,Hitrate,Hollandcodefirst,Firstcodepercentage,Twocodespercentage,StudySuspensionrate,TotalSuspensionrate,Suspension_academic_interest,studentinSuspension,Suspension_semester,Suspension_semester_academic,Suspension_semester_interest,Suspension_semesterend,Suspension_semesterendr_academic,Suspension_semesterend_interest,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,studentindropouts,dropouts,dropouts_academic,dropouts_interest,dropouts_overdue,dropouts_suspension,salaryafter3yr_99schyr_master,salaryafter3yr_99schyr_inservicemaster,salaryafter3yr_99schyr_bachelor,salaryafter3yr_99schyr_academicyear,salaryafter3yr_99schyr_dayspecialist,salaryafter3yr_99schyr_trainingspecialist,salaryafter4yr_99schyr_master,salaryafter4yr_99schyr_inservicemaster,salaryafter4yr_99schyr_bachelor,salaryafter4yr_99schyr_academicyear,salaryafter4yr_99schyr_dayspecialist,salaryafter4yr_99schyr_trainingspecialist,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_inservicemaster,salaryafter3yr_00schyr_bachelor,salaryafter3yr_00schyr_academicyear,salaryafter3yr_00schyr_dayspecialist,salaryafter3yr_00schyr_trainingspecialist,emplorateafter3yr_99schyr_master,emplorateafter3yr_99schyr_inservicemaster,emplorateafter3yr_99schyr_bachelor,emplorateafter3yr_99schyr_academicyear,emplorateafter3yr_99schyr_dayspecialist,emplorateafter3yr_99schyr_trainingspecialist,emplorateafter4yr_99schyr_master,emplorateafter4yr_99schyr_inservicemaster,emplorateafter4yr_99schyr_bachelor,emplorateafter4yr_99schyr_academicyear,emplorateafter4yr_99schyr_dayspecialist,emplorateafter4yr_99schyr_trainingspecialist,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_inservicemaster,emplorateafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_academicyear,emplorateafter3yr_00schyr_dayspecialist,emplorateafter3yr_00schyr_trainingspecialist,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,Holland_1_code,salary_mas_vs_bach,emplorate_mas_vs_bach
technical,private,1064,Meihe University of Science and Technology,2299002,Cultural and Creative,1.06E+11,Cultural and Creative of Meihe University of Science and Technology,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",91,Culture and Industry,91.Culture and Industry,106,7,22,13 Pingtung County,technical,0.066,21,34,24,24,0,3,0.108309991,0.028301887,7,0.857142857,1,6,7,0.174496644,0,5.5,13.75,22.5,0,128,0.765625,0.203125,98,26,4,0,,0,0,0,0,0,0,EC,0,0,0,0,1,1,4,E,0.27,0.18,0.036290323,0.076612903,0.024193548,248,9,0,2,19,2,4,0.096774194,0.092741935,0.024193548,248,24,3,6,10,4,50.279,77.081,33.02,41.311,,,55.483,78.92,35.654,34.962,,,45.052,78.111,28.95,38.96,,,0.8913,0.95,0.8448,0.8889,,,0.913,0.85,0.8793,0.8333,,,0.8636,0.9608,0.803,1,,,-0.0131,-2.6545,-0.0249,0.832,E,1.556200345,1.075466999
technical,private,1064,Meihe University of Science and Technology,5121008,Biotechnology,1.06E+11,Biotechnology of Meihe University of Science and Technology,5,Life Sciences,5.Life Sciences,36,Biotechnology,36.Biotechnology,145,9,22,13 Pingtung County,technical,0.0621,42,57,43,19,0,5,-0.148870238,0.034482759,9,1,1,9,9,1.220806794,4,12.25,13.13,0,0,128,0.7265625,0.203125,93,26,9,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.33,0.25,0.021992481,0.09906015,0.007326007,273,6,0,1,27,0,2,0.046692607,0.038910506,0.007782101,257,12,0,2,3,5,40.834,80.601,27.437,28.585,,,43.392,86.944,30.728,31.039,,,39.621,53.835,28.972,31.4,,,0.9247,0.9796,0.8175,0.9252,,,0.9312,0.9796,0.8421,0.8598,,,0.9083,0.9636,0.8297,0.8737,,,0.0179,-5.90725,-0.0086,3.662,I,1.367561784,1.094733036
technical,private,1064,Meihe University of Science and Technology,4131004,Business Administration,1.06E+11,Business Administration of Meihe University of Science and Technology,16,Management,16.Management,102,Business Administration,102.Business Administration,332,9,65,13 Pingtung County,technical,0.0271,444,364,264,284,0,44,-0.126382626,0.13253012,9,0.888888889,1,8,9,0.905850906,10,19.5,22.67,10,0,128,0.765625,0.203125,98,26,4,0,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.032520325,0.124661247,0.002710027,369,12,0,0,46,0,1,0.082317073,0.079268293,0.012195122,328,27,1,4,8,11,47.96,99.045,29.887,35.199,24.762,33.925,52.793,105.597,32.632,37.663,27.331,38.15,48.024,96.539,30.451,37.259,28.641,31.935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,0.34517,0.034,3.898,E,1.577091064,1.042858758
technical,private,1064,Meihe University of Science and Technology,9231016,Social work,1.06E+11,Social work of Meihe University of Science and Technology,10,Social and Psychology,10.Social and Psychology,68,Social Work,68.Social Work,574,19,198,13 Pingtung County,technical,0.0331,121,111,173,153,0,16,0.120102331,0.027874564,19,0.894736842,1,17,19,0.375841077,0,10.73,12.96,17.25,0,128,0.7734375,0.203125,99,26,3,0,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,0.041335453,0.124006359,0.010333863,1258,52,0,5,156,0,13,0.053877551,0.051428571,0.011428571,1225,66,6,14,17,26,47.057,62.76,33.049,35.006,,,49.602,67.49,35.184,35.673,,,47.556,70.088,32.77,35.627,,,0.9591,1,0.9034,0.9378,,,0.9638,1,0.9183,0.9355,,,0.9697,1,0.91,0.9309,,,-0.0026,2.04225,0.0043,2.519,S,1.451205371,1.065604396
technical,private,1064,Meihe University of Science and Technology,10121021,Beauty,1.06E+11,Beauty of Meihe University of Science and Technology,8,Architecture and Design,8.Architecture and Design,59,Fashion and Fashion Design,59.Fashion and Fashion Design,392,12,74,13 Pingtung County,technical,0.0306,121,109,191,123,34,14,0.099033027,0.035714286,12,0.75,1,9,12,0.476971389,0,12.67,12.33,15.33,0,174,0.626436782,0.252873563,109,44,21,0,AE,0,0,1,0,1,0,EC,0,0,0,0,1,1,4,E,0.46,0.33,0.027145359,0.093695271,0.00525394,1142,31,0,1,107,0,6,0.078431373,0.071895425,0.015873016,1071,84,9,17,18,33,34.901,29.382,28.71,27.956,25.589,29.395,36.773,26.772,30.625,29.854,26.516,31.429,34.498,42.747,29.181,29.115,24.314,28.105,0.8571,1,0.8789,0.8438,0.7328,0.8069,0.8571,1,0.8901,0.8567,0.7841,0.7981,0.963,0.9167,0.87,0.8564,0.722,0.8154,-0.004,2.0045,0.0111,1.006,E,1.182207601,1.106896552
technical,private,1064,Meihe University of Science and Technology,5191012,Food nutrition,1.06E+11,Food nutrition of Meihe University of Science and Technology,4,Medicine and Health,4.Medicine and Health,29,Food Nutrition and Health,29.Food Nutrition and Health,354,9,55,13 Pingtung County,technical,0.0254,98,70,99,114,0,9,0.093362193,0.025423729,9,1,1,9,9,1.305833333,2,12.67,11,0,0,174,0.692528736,0.252873563,120.5,44,9.5,0,IC,0,1,0,0,0,1,SI,0,1,0,1,0,0,4,IS,0.33,0.33,0.014294282,0.066783287,0.009478673,633,9,0,1,42,0,6,0.060064935,0.055194805,0.019480519,616,37,1,12,9,12,36.685,43.957,28.415,30.585,23.269,,39.437,47.271,30.551,32.573,26.989,,36.696,78.847,28.147,30.069,24.895,,0.9735,1,0.8512,0.8361,0.725,,0.9561,1,0.894,0.8837,0.7907,,0.9153,0.8571,0.8599,0.8793,0.4615,,0.0825,7.1486,0.0277,2.782,I,1.303726863,1.064426096
technical,private,1064,Meihe University of Science and Technology,4133007,Health Care Management,1.06E+11,Health Care Management of Meihe University of Science and Technology,16,Management,16.Management,112,Sports Management,112.Sports Management,89,7,28,13 Pingtung County,technical,0.0787,28,18,20,19,0,4,-0.098677249,0.04494382,7,0.714285714,1,5,7,0.172661871,5,0,12.75,21,0,128,0.765625,0.203125,98,26,4,0,SRE,1,0,0,1,1,0,SA,0,0,1,1,0,0,3,S,0.58,0.25,0.01980198,0.079207921,0,202,4,0,0,16,0,0,0.027027027,0.021621622,0.010810811,185,5,0,2,1,1,48.199,106.679,27.648,37.439,,,50.612,106.937,30.046,39.753,,,52.982,97.644,29.212,38.551,,,0.9681,0.978,0.8948,0.9286,,,0.9323,0.9725,0.924,0.9226,,,0.9353,0.9839,0.8844,0.9191,,,0.0117,-0.394,-0.0045,1.846,S,1.813706696,1.057553143
technical,private,1064,Meihe University of Science and Technology,6131010,Information Technology,1.06E+11,Information Technology of Meihe University of Science and Technology,1,Information,1.Information,1,Information Engineering,1.Information Engineering,144,7,57,13 Pingtung County,technical,0.0486,35,34,35,35,0,5,0.000280112,0.034722222,7,0.857142857,1,6,7,0.348993289,0,12,13.25,23,0,128,0.796875,0.203125,102,26,0,0,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.020134228,0.083892617,0.010067114,298,6,0,1,25,0,3,0.05625,0.05,0.00625,320,18,0,2,6,8,49.647,73.59,28.803,31.27,27.048,31.137,55.204,78.142,31.957,33.599,29.448,32.263,49.852,74.566,29.212,32.764,25.594,35.197,0.9524,0.9791,0.8664,0.9068,0.6773,0.8687,0.9584,0.9756,0.8953,0.915,0.7455,0.856,0.954,0.9752,0.8844,0.9071,0.6157,0.8712,0.0072,0.94833,0.0158,3.186,I,1.706558948,1.078697422
technical,private,1064,Meihe University of Science and Technology,6121011,Information Management,1.06E+11,Information Management of Meihe University of Science and Technology,16,Management,16.Management,105,Information Management,105.Information Management,238,8,75,13 Pingtung County,technical,0.0336,68,54,60,51,0,16,-0.081590414,0.067226891,8,0.875,1,7,8,0.542025542,0,17.25,16.17,16.5,0,128,0.765625,0.203125,98,26,4,0,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.023897059,0.158088235,0.003676471,544,13,0,1,86,0,2,0.091603053,0.08778626,0.020992366,524,48,5,11,11,19,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,I,1.961924632,1.056685221
technical,private,1064,Meihe University of Science and Technology,9131013,Nursing,1.06E+11,Nursing of Meihe University of Science and Technology,4,Medicine and Health,4.Medicine and Health,25,Nursing,25.Nursing,1662,52,622,13 Pingtung County,technical,0.0313,458,487,787,766,207,109,0.217550532,0.065583634,52,0.75,1,39,52,0.41716329,0,9.5,11.02,13.15,0,212,0.634433962,0.231132075,134.5,49,28.5,0,SC,0,0,0,1,0,1,SI,0,1,0,1,0,0,4,S,0.71,0.57,0.014602257,0.047587093,0.007815214,5758,84,1,20,274,1,44,0.022711143,0.020936835,0.006387509,5636,128,7,36,30,45,67.335,72.714,49.785,51.815,38.223,40.203,69.833,74.54,52.463,54.189,41.062,41.616,69.71,70.418,52.19,53.475,42.673,40.847,0.9721,0.9529,0.9612,0.9785,0.8744,0.9596,0.9641,0.9647,0.9645,0.978,0.9069,0.9507,0.9614,0.9898,0.9602,0.9729,0.8998,0.9587,-0.0074,1.53967,0.005,2.271,S,1.335696494,1.00124974
technical,private,1069,Xiuping University of Science and Technology,7191026,Industrial Engineering and Management,1.07E+11,Industrial Engineering and Management of Xiuping University of Science and Technology,16,Management,16.Management,107,Science and Technology Management,107.Science and Technology Management,353,16,87,06 Taichung City,technical,0.0453,85,101,90,78,0,16,-0.018002977,0.045325779,16,0.8125,0.9375,13,15,0.79265873,12,10.97,11.93,17.31,0,128,0.7578125,0.2421875,97,31,0,0,ECR,1,0,0,0,1,1,EC,0,0,0,0,1,1,5,E,0.4,0.33,0.040540541,0.078624079,0.020884521,814,33,2,7,64,2,15,0.062579821,0.060025543,0.01660281,783,49,4,13,11,19,49.903,75.69,30.51,37.539,25.583,32.837,59.148,80.338,34.554,40.35,29.878,33.908,56.009,86.826,30.596,37.058,31.106,33.111,0.9617,0.9673,0.8813,0.927,0.6949,0.6129,0.9681,0.9447,0.8932,0.9155,0.7879,0.875,0.9583,0.9789,0.8867,0.9225,0.7692,1,-0.0784,3.774,0.0565,4.352,E,1.830598771,1.080748844
technical,private,1069,Xiuping University of Science and Technology,4131009,International business management,1.07E+11,International business management of Xiuping University of Science and Technology,17,Finance and Economics,17.Finance and Economics,117,International Business,117.International Business,457,15,116,06 Taichung City,technical,0.0328,128,186,270,280,0,50,0.31392498,0.10940919,15,0.733333333,0.933333333,11,14,0.314853556,0,11.04,13.84,23.4,0,126,0.753968254,0.246031746,95,31,0,0,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,0.018050542,0.059566787,0.010830325,554,10,0,2,33,1,5,0.070397112,0.054151625,0.018050542,554,39,0,10,6,13,47.96,99.045,29.887,35.199,24.762,33.925,52.793,105.597,32.632,37.663,27.331,38.15,48.024,96.539,30.451,37.259,28.641,31.935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,0.34517,0.034,3.898,E,1.577091064,1.042858758
technical,private,1069,Xiuping University of Science and Technology,7151021,Mechanical Engineering,1.07E+11,Mechanical Engineering of Xiuping University of Science and Technology,2,Engineering,2.Engineering,6,Mechanical Engineering,6.Mechanical Engineering,679,31,166,06 Taichung City,technical,0.0457,187,172,142,159,0,32,-0.0449714,0.04712813,31,0.903225806,1,28,31,0.834496124,8.39,12.14,12.3,12.5,0,128,0.5390625,0.2421875,69,31,28,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.013623978,0.058583106,0.017711172,734,10,0,5,43,2,11,0.053206003,0.041609823,0.012960437,1466,78,5,19,8,29,49.611,77.363,31.686,32.517,26.761,41.208,60.403,83.51,37.129,35.704,30.302,43.255,52.645,71.059,32.01,32.955,28.949,38.042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-0.581,0.0112,5.193,I,1.644642299,1.057847583
technical,private,1069,Xiuping University of Science and Technology,2311004,Applied Japanese,1.07E+11,Applied Japanese of Xiuping University of Science and Technology,12,Foreign Languages,12.Foreign Languages,81,Japanese Literature,81.Japanese Literature,354,10,68,06 Taichung City,technical,0.0282,78,97,93,67,0,19,-0.025739087,0.053672316,10,0.6,1,6,10,0.517366355,0,16.13,14.78,17.33,0,128,0.7578125,0.2421875,97,31,0,0,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,0.030985915,0.06056338,0.009859155,710,22,2,2,43,2,5,0.045070423,0.035211268,0.018309859,710,32,0,13,3,9,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
technical,private,1042,Gaoyuan University of Science and Technology,7321024,Civil Engineering,1.04E+11,Civil Engineering of Gaoyuan University of Science and Technology,2,Engineering,2.Engineering,8,Civil Engineering,8.Civil Engineering,299,15,81,12 Kaohsiung City,technical,0.0502,50,68,78,90,0,13,0.220301659,0.043478261,15,0.8,1,12,15,1.399414777,8.25,9.88,0,12.67,0,128,0.6015625,0.2265625,77,29,11,11,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,0.021799062,0.056084089,0.009478673,633,14,1,3,36,1,5,0.072530864,0.060185185,0.024691358,648,47,4,16,7,12,41.381,73.038,29.929,35.456,22.701,,46.943,72.881,34.227,37.816,27.036,,42.716,73.816,31.152,39.307,24.328,,0.9262,0.9667,0.8849,0.9161,0.7419,,0.9468,0.9625,0.9082,0.9091,0.7179,,0.9369,0.9733,0.8844,0.7808,0.5714,,0.0578,1.7628,0.0017,3.28,R,1.371212121,1.05936228
technical,private,1042,Gaoyuan University of Science and Technology,4131006,Business Administration,1.04E+11,Business Administration of Gaoyuan University of Science and Technology,16,Management,16.Management,102,Business Administration,102.Business Administration,160,15,43,12 Kaohsiung City,technical,0.0938,73,91,76,61,5,9,-0.038542748,0.05625,15,0.866666667,1,13,15,0.615384615,6,9,12,13,0,128,0.65625,0.2265625,84,29,0,15,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.040686711,0.08081747,0.007429421,673,26,2,1,54,3,2,0.086137281,0.069986541,0.01884253,743,64,6,14,17,15,47.96,99.045,29.887,35.199,24.762,33.925,52.793,105.597,32.632,37.663,27.331,38.15,48.024,96.539,30.451,37.259,28.641,31.935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,0.34517,0.034,3.898,E,1.577091064,1.042858758
technical,private,1042,Gaoyuan University of Science and Technology,7311033,Architecture,1.04E+11,Architecture of Gaoyuan University of Science and Technology,8,Architecture and Design,8.Architecture and Design,62,Architecture,62.Architecture,380,19,96,12 Kaohsiung City,technical,0.05,46,88,106,110,0,30,0.385108261,0.078947368,19,0.736842105,1,14,19,0.450060655,0,10.13,11.33,12.4,0,128,0.75,0.2265625,96,29,3,0,AR,1,0,1,0,0,0,"AE,SA,AI",0,1,1,1,1,0,2,A,0.5,0.25,0.026010782,0.057012365,0.018614271,967,25,1,12,55,2,16,0.057955743,0.042149631,0.031612223,949,55,4,30,2,4,39.013,68.892,29.411,33.635,25.888,30.045,41.826,72.127,32.214,35.287,30.381,30.848,42.786,75.862,29.201,34.948,26.736,42.397,0.9167,0.9468,0.9067,0.9007,0.5897,0.9444,0.9088,0.9468,0.9176,0.9155,0.6829,0.9444,0.9218,0.9091,0.8985,0.903,0.4146,0.8684,0.0483,4.17433,0.0185,2.633,A,1.465223794,1.025932109
technical,private,1042,Gaoyuan University of Science and Technology,6134015,Information Technology Applications,1.04E+11,Information Technology Applications of Gaoyuan University of Science and Technology,1,Information,1.Information,1,Information Engineering,1.Information Engineering,229,10,99,12 Kaohsiung City,technical,0.0437,51,68,59,42,0,9,-0.029051734,0.03930131,10,0.9,1,9,10,0.889047619,9,8.67,8,12,0,128,0.6484375,0.2265625,83,29,0,16,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.041851233,0.074902889,0.026804124,485,20,8,3,36,9,4,0.0625,0.043103448,0.019396552,464,29,1,9,4,6,49.647,73.59,28.803,31.27,27.048,31.137,55.204,78.142,31.957,33.599,29.448,32.263,49.852,74.566,29.212,32.764,25.594,35.197,0.9524,0.9791,0.8664,0.9068,0.6773,0.8687,0.9584,0.9756,0.8953,0.915,0.7455,0.856,0.954,0.9752,0.8844,0.9071,0.6157,0.8712,0.0072,0.94833,0.0158,3.186,I,1.706558948,1.078697422
technical,private,1042,Gaoyuan University of Science and Technology,6131014,Information Management,1.04E+11,Information Management of Gaoyuan University of Science and Technology,16,Management,16.Management,105,Information Management,105.Information Management,220,13,79,12 Kaohsiung City,technical,0.0591,38,40,64,58,0,20,0.18629386,0.090909091,13,1,1,13,13,0.743006993,0,7.5,10.44,0,0,128,0.7734375,0.2265625,99,29,0,0,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.034095442,0.069905006,0.003527337,567,20,0,1,40,0,2,0.103825137,0.083788707,0.02003643,549,57,9,11,13,13,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,I,1.961924632,1.056685221
technical,private,1042,Gaoyuan University of Science and Technology,7141018,Electrical Engineering,1.04E+11,Electrical Engineering of Gaoyuan University of Science and Technology,2,Engineering,2.Engineering,2,Electrical Engineering,2.Electrical Engineering,573,20,132,12 Kaohsiung City,technical,0.0349,123,158,155,123,0,14,0.01970463,0.02443281,20,1,1,20,20,1.40173913,7.2,7.92,10.5,0,0,128,0.6484375,0.2265625,83,29,0,16,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.010735294,0.020604575,0.001650165,1212,13,0,1,25,0,2,0.085969181,0.04785077,0.0243309,1233,106,3,30,11,15,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
technical,private,1042,Gaoyuan University of Science and Technology,7151022,Mechanical and Automation Engineering,1.04E+11,Mechanical and Automation Engineering of Gaoyuan University of Science and Technology,2,Engineering,2.Engineering,6,Mechanical Engineering,6.Mechanical Engineering,693,24,174,12 Kaohsiung City,technical,0.0346,136,167,192,149,0,49,0.051227814,0.070707071,24,0.958333333,1,23,24,0.814575646,10.8,5.86,9.68,11,0,128,0.7734375,0.2265625,99,29,0,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.021685254,0.042131351,0.001239157,1614,35,0,1,68,0,2,0.06911858,0.044388079,0.019657578,1577,109,6,31,16,17,49.611,77.363,31.686,32.517,26.761,41.208,60.403,83.51,37.129,35.704,30.302,43.255,52.645,71.059,32.01,32.955,28.949,38.042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-0.581,0.0112,5.193,I,1.644642299,1.057847583
technical,private,1042,Gaoyuan University of Science and Technology,2311001,Applied Foreign Languages,1.04E+11,Applied Foreign Languages of Gaoyuan University of Science and Technology,12,Foreign Languages,12.Foreign Languages,79,English Literature,79.English Literature,417,24,94,12 Kaohsiung City,technical,0.0576,93,83,103,121,0,17,0.102731418,0.040767386,24,0.5,1,12,24,0.449533503,0,9.6,11.67,10.91,0,128,0.6328125,0.171875,81,22,9,16,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.019721578,0.045243619,0.006960557,862,17,0,5,39,0,6,0.066666667,0.055757576,0.026666667,825,55,2,22,15,7,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
technical,private,1042,Gaoyuan University of Science and Technology,10151037,Tourism Management,1.04E+11,Tourism Management of Gaoyuan University of Science and Technology,16,Management,16.Management,111,Tourism Business,111.Tourism Business,373,6,81,12 Kaohsiung City,technical,0.0161,44,68,123,122,0,16,0.448715998,0.042895442,6,0.833333333,1,5,6,0.48625,0,10.67,12,11,0,128,0.7734375,0.2265625,99,29,0,0,,0,0,0,0,0,0,EC,0,0,0,0,1,1,4,E,0.5,0.5,0.037527594,0.086092715,0.014348786,906,34,3,5,78,3,10,0.102649007,0.069536424,0.026490066,906,93,10,24,9,20,47.277,78.403,28.053,30.83,24.324,26.171,47.999,79.336,30.917,32.747,25.764,27.091,43.88,77.737,29.032,32.442,22.484,25.308,0.876,0.9699,0.8739,0.8842,0.8276,0.8621,0.8924,0.9518,0.8832,0.8842,0.8051,0.8852,0.914,0.9412,0.8818,0.8804,0.7817,0.875,0.0033,-0.69583,0.0014,1.466,E,1.511435657,1.036516217
technical,private,1036,Jianxing University of Science and Technology,4199011,Industrial Management,1.04E+11,Industrial Management of Jianxing University of Science and Technology,16,Management,16.Management,107,Science and Technology Management,107.Science and Technology Management,478,13,138,03 Taoyuan City,technical,0.0272,306,170,196,232,0,52,-0.035943266,0.108786611,13,0.769230769,1,10,13,0.708200213,9.4,9.55,15.5,11.67,0,128,0.78125,0.21875,100,28,0,0,ECR,1,0,0,0,1,1,EC,0,0,0,0,1,1,5,E,0.4,0.33,0.033820517,0.087771825,0.016718913,957,33,4,1,84,10,6,0.063559322,0.063559322,0.019067797,472,30,2,9,7,14,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,E,1.961924632,1.056685221
technical,private,1036,Jianxing University of Science and Technology,4131004,Business Administration,1.04E+11,Business Administration of Jianxing University of Science and Technology,16,Management,16.Management,102,Business Administration,102.Business Administration,1009,21,295,03 Taoyuan City,technical,0.0208,202,201,264,275,1,66,0.116716336,0.065411298,21,0.904761905,1,19,21,0.938760807,10.42,14.64,13.62,13.14,0,200,0.81,0.19,162,38,0,0,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.041323018,0.08851444,0.011648746,2232,92,6,8,198,8,18,0.05699722,0.051899907,0.009267841,2158,123,20,20,27,45,47.96,99.045,29.887,35.199,24.762,33.925,52.793,105.597,32.632,37.663,27.331,38.15,48.024,96.539,30.451,37.259,28.641,31.935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,0.34517,0.034,3.898,E,1.577091064,1.042858758
