types,Set,Sch_code,SCHOOL,Dep_code,department,Sch_dep_code,Sch_dep,groupnumber,groupname,groupname_number,subgroupnumber,subgroupname,subgroupname_number,Numofstudents,Numofteachers,Numofgraduates,Country,System,Teacherstudentratio,NumberofFirstgrade,NumberofSecondgrade,NumberofThirdgrade,NumberofFourthgrade,Numberofseniorsandabove,Numberofdelaypeople,Decliningrate,Delayrate,numberofteachers,assistantproratio,lecturersandaboveratio,lecturersandaboverationum,lecturersandabovenum,Pro_vs_AssociateProfessorandLecturer,Averagehoursperweek_rofessors,Averagehoursperweek_associateprofessor,Averagehoursperweek_assistantprofessors,Averagehoursperweek_lecturers,Averagehoursperweek_otherteachers,Graduationscore,Professionalcreditratio,General_commoncreditratio,Graduationprofessionalscore,GraduationGeneralCommonAcademicScores,Graduationinternshipscore,Graduationothergraduationscores,Collegestudentinterestcode,interestcodeR_stu,interestcodeI_stu,interestcodeA_stu,interestcodeS_stu,interestcodeE_stu,interestcodeC_stu,Hollandcode_two,interestcodeR_voc,interestcodeI_voc,interestcodeA_voc,interestcodeS_voc,interestcodeE_voc,interestcodeC_,Hitrate,Hollandcodefirst,Firstcodepercentage,Twocodespercentage,StudySuspensionrate,TotalSuspensionrate,Suspension_academic_interest,studentinSuspension,Suspension_semester,Suspension_semester_academic,Suspension_semester_interest,Suspension_semesterend,Suspension_semesterendr_academic,Suspension_semesterend_interest,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,studentindropouts,dropouts,dropouts_academic,dropouts_interest,dropouts_overdue,dropouts_suspension,salaryafter3yr_99schyr_master,salaryafter3yr_99schyr_inservicemaster,salaryafter3yr_99schyr_bachelor,salaryafter3yr_99schyr_academicyear,salaryafter3yr_99schyr_dayspecialist,salaryafter3yr_99schyr_trainingspecialist,salaryafter4yr_99schyr_master,salaryafter4yr_99schyr_inservicemaster,salaryafter4yr_99schyr_bachelor,salaryafter4yr_99schyr_academicyear,salaryafter4yr_99schyr_dayspecialist,salaryafter4yr_99schyr_trainingspecialist,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_inservicemaster,salaryafter3yr_00schyr_bachelor,salaryafter3yr_00schyr_academicyear,salaryafter3yr_00schyr_dayspecialist,salaryafter3yr_00schyr_trainingspecialist,emplorateafter3yr_99schyr_master,emplorateafter3yr_99schyr_inservicemaster,emplorateafter3yr_99schyr_bachelor,emplorateafter3yr_99schyr_academicyear,emplorateafter3yr_99schyr_dayspecialist,emplorateafter3yr_99schyr_trainingspecialist,emplorateafter4yr_99schyr_master,emplorateafter4yr_99schyr_inservicemaster,emplorateafter4yr_99schyr_bachelor,emplorateafter4yr_99schyr_academicyear,emplorateafter4yr_99schyr_dayspecialist,emplorateafter4yr_99schyr_trainingspecialist,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_inservicemaster,emplorateafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_academicyear,emplorateafter3yr_00schyr_dayspecialist,emplorateafter3yr_00schyr_trainingspecialist,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,Holland_1_code,salary_mas_vs_bach,emplorate_mas_vs_bach
general,public,20,National Donghua University,2323104,Chinese Literature,2002323104,Chinese Literature of National Donghua University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",84,Chinese Language and Literature,84.Chinese Language and Literature,297,12,58,15 Hualien County,general,0.0404,63,73,64,74,1,22,0.063897496,0.074074074,12,1,1,12,12,2.152,9.78,10.74,9,0,0,128,0.5234375,0.2890625,67,37,0,24,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.064356436,0.112211221,0.02310231,606,39,6,4,68,7,7,0.027334852,0.025056948,0.006833713,439,12,0,3,7,1,52.56,80.014,31.029,30.97,,,55.031,81.433,33.926,33.393,,,55.646,78.315,32.146,29.771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,0.32625,0.0154,2.303,A,1.731039632,1.036524084
general,public,20,National Donghua University,4111056,Accounting,2004111056,Accounting of National Donghua University,17,Finance and Economics,17.Finance and Economics,115,Accounting,115.Accounting,236,8,55,15 Hualien County,general,0.0339,55,54,63,58,0,6,0.023039923,0.025423729,8,1,1,8,8,1.255345912,6.6,12.36,14.9,0,0,128,0.546875,0.2890625,70,37,0,21,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,0.010245902,0.020491803,0.012295082,488,5,2,2,10,2,4,0.010309278,0.010309278,0.005154639,194,2,1,1,0,0,45.472,79.675,32.899,33.585,23.763,35.634,51.767,84.151,35.913,35.978,27.437,37.257,45.863,79.468,33.294,34.862,23.827,39.398,0.9408,0.9617,0.8996,0.9199,0.459,0.9,0.9409,0.9522,0.9157,0.9137,0.6748,0.9,0.9381,0.9495,0.9083,0.9217,0.4956,0.8125,0.0092,0.94733,0.036,3.579,C,1.377515468,1.032808543
general,public,20,National Donghua University,3111034,Economics,2003111034,Economics of National Donghua University,17,Finance and Economics,17.Finance and Economics,120,Economics,120.Economics,255,13,61,15 Hualien County,general,0.051,66,64,55,53,2,15,-0.069097222,0.058823529,13,1,1,13,13,1.000611621,4.92,10.44,15.35,0,0,128,0.59375,0.2890625,76,37,0,15,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,EI,0.36,0.36,0.014285714,0.053061224,0.014285714,490,7,0,3,26,2,5,0.018817204,0.016129032,0.008064516,372,7,0,3,1,2,45.02,73.259,34.767,34.288,,,50.19,78.667,39.562,35.613,,,47.891,81.947,35.605,34.11,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3.05475,0.0033,4.175,E,1.345063896,1.073939109
general,public,20,National Donghua University,6131086,Information Engineering,2006131086,Information Engineering of National Donghua University,1,Information,1.Information,1,Information Engineering,1.Information Engineering,454,19,68,15 Hualien County,general,0.0419,94,119,107,98,14,22,0.027001654,0.04845815,19,1,1,19,19,2.162727273,11.37,11.42,10,0,0,132,0.545454545,0.28030303,72,37,0,23,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.043820225,0.097752809,0.028089888,890,39,8,4,87,11,14,0.039812646,0.037470726,0.010538642,854,34,2,9,4,17,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,20,National Donghua University,6134081,Information Management,2006134081,Information Management of National Donghua University,16,Management,16.Management,105,Information Management,105.Information Management,218,9,56,15 Hualien County,general,0.0413,126,106,116,106,0,20,-0.050199144,0.091743119,9,1,1,9,9,1.573770492,10,13,14.25,0,0,128,0.546875,0.2890625,70,37,0,21,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.021126761,0.052816901,0.014084507,284,6,0,1,15,0,4,0.166666667,0,0,6,1,0,0,0,0,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,I,1.961924632,1.056685221
general,public,20,National Donghua University,7141083,Electrical Engineering,2007141083,Electrical Engineering of National Donghua University,2,Engineering,2.Engineering,2,Electrical Engineering,2.Electrical Engineering,311,15,71,15 Hualien County,general,0.0482,70,81,68,65,12,15,-0.015822872,0.048231511,15,1,1,15,15,1.990125673,9.45,11.72,10.14,0,0,128,0.6640625,0.2890625,85,37,0,6,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.033232005,0.105018641,0.028716216,592,20,8,4,62,11,6,0.026929982,0.02513465,0.012567325,557,15,0,7,0,7,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,20,National Donghua University,3143051,Taiwan Culture,2003143051,Taiwan Culture of National Donghua University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",91,Culture and Industry,91.Culture and Industry,280,11,49,15 Hualien County,general,0.0393,61,63,80,61,6,9,0.021709385,0.032142857,11,1,1,11,11,2.445873526,11.11,10.71,8.33,0,0,128,0.5703125,0.2890625,73,37,0,18,,0,0,0,0,0,0,EC,0,0,0,0,1,1,4,E,0.27,0.18,0.051785714,0.157142857,0.042857143,560,29,2,8,88,5,19,0.034567901,0.024691358,0.009876543,405,14,0,4,2,4,51.558,84.863,31.782,,,,56.169,86.441,35.462,,,,50.333,83.488,33.051,,,,0.9069,0.9635,0.8178,,,,0.8793,0.9381,0.8377,,,,0.9077,0.9444,0.8102,,,,0.0086,-0.44367,-0.011,3.29,E,1.522888869,1.120340657
general,public,20,National Donghua University,2221033,History,2002221033,History of National Donghua University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",85,History,85.History,258,11,56,15 Hualien County,general,0.0426,62,56,62,52,0,26,-0.05030722,0.100775194,11,1,1,11,11,21.77,9.63,11.14,0,0,0,128,0.5234375,0.2890625,67,37,0,24,SEA,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.36,0.27,0.031240926,0.07050121,0.018587361,538,17,2,4,38,2,8,0.038724374,0.036446469,0.011389522,439,17,2,5,4,5,53.666,77.93,30.347,36.831,,,54.735,80.793,33.817,38.466,,,48.323,78.868,32.744,26.975,,,0.809,0.9934,0.756,0.8804,,,0.8596,0.9934,0.8179,0.8696,,,0.8476,0.9885,0.8029,0.8088,,,-0.0023,-2.966,0.0254,2.259,S,1.475781823,1.055673185
general,public,20,National Donghua University,3131046,Counseling and Clinical Psychology,2003131046,Counseling and Clinical Psychology of National Donghua University,10,Social and Psychology,10.Social and Psychology,66,Psychology,66.Psychology,359,14,83,15 Hualien County,general,0.039,84,94,87,90,1,3,0.026354098,0.008356546,14,1,1,14,14,2.015463918,13.4,12.97,12.58,0,0,128,0.5390625,0.2890625,69,37,0,22,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.42,0.19,0.073446328,0.121468927,0.035310734,708,52,9,9,86,10,15,0.020325203,0.010162602,0.006097561,492,10,0,3,1,1,50.558,73.721,32.759,31.822,,,53.41,74.564,35.705,30.571,,,51.172,77.207,32.392,32.644,,,0.9362,0.9697,0.809,0.8235,,,0.9333,0.9798,0.836,0.8676,,,0.9478,1,0.8054,0.8485,,,-0.0158,1.13875,0.0196,1.348,S,1.579772783,1.176806556
general,public,20,National Donghua University,5411074,Applied Mathematics,2005411074,Applied Mathematics of National Donghua University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",15,Mathematics,15.Mathematics,374,21,74,15 Hualien County,general,0.0561,97,83,87,86,1,20,-0.035877126,0.053475936,21,1,1,21,21,2.203902439,9.84,11.75,9.25,0,0,128,0.546875,0.2890625,70,37,0,21,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,0.026900717,0.053983565,0.031039136,741,20,3,9,40,3,20,0.027932961,0.026536313,0.005586592,716,20,1,4,8,6,50.771,82.542,33.096,29.143,,,56.24,84.175,37.087,33.073,,,50.944,81.047,33.268,29.954,,,0.8779,1,0.7982,1,,,0.8725,1,0.8624,1,,,0.9042,1,0.7735,0.5556,,,0.1107,-0.08475,0.0147,3.756,C,1.53132139,1.168972204
general,public,20,National Donghua University,2191022,Art and Creative Industries,2002191022,Art and Creative Industries of National Donghua University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",91,Culture and Industry,91.Culture and Industry,288,10,57,15 Hualien County,general,0.0347,74,78,67,54,0,15,-0.093667146,0.052083333,10,1,1,10,10,1.556543837,7.5,16,14.74,0,0,128,0.4921875,0.2890625,63,37,3,25,,0,0,0,0,0,0,EC,0,0,0,0,1,1,4,E,0.27,0.18,0.034172662,0.079136691,0.014388489,556,19,1,4,44,2,6,0.036290323,0.030241935,0.004032258,496,18,0,2,5,8,50.547,79.278,29.871,,,,51.134,82.031,33.517,,,,53.843,71.259,30.796,23.226,,,0.798,1,0.782,,,,0.8182,1,0.8152,,,,0.8947,1,0.7746,0.5,,,0.0677,-8.451,0.0178,2.329,E,1.748376413,1.155047767
general,public,20,National Donghua University,1141010,Physical Education and Sports Science,2001141010,Physical Education and Sports Science of National Donghua University,18,Recreation and Sports,18.Recreation and Sports,122,Physical Education,122.Physical Education,253,9,54,15 Hualien County,general,0.0356,68,55,55,54,5,16,-0.069786096,0.063241107,9,1,1,9,9,16.66,4,11.66,0,0,0,128,0.546875,0.2890625,70,37,0,21,RS SRE,1,0,0,1,1,0,"SA,SR",1,0,1,1,0,0,4,S,0.7,0.3,0.052325581,0.174418605,0.036821705,516,27,3,5,90,3,16,0.065268065,0.060606061,0.002331002,429,28,1,1,7,17,61.391,80.775,34.619,33.738,,,64.135,83.716,39.196,37.126,,,57.882,80.685,36.175,35.243,,,0.9485,0.9835,0.853,0.8689,,,0.9429,0.9753,0.8805,0.8607,,,0.9348,0.9847,0.8765,0.8065,,,0.0129,-0.1345,0.0014,3.413,S,1.600055287,1.066514546
general,public,48,National Golden Gate University,7321021,Civil and Engineering Management,4807321021,Civil and Engineering Management of National Golden Gate University,2,Engineering,2.Engineering,8,Civil Engineering,8.Civil Engineering,158,9,37,71 Jinmen County,general,0.057,41,42,42,28,0,5,-0.10298103,0.03164557,9,1,1,9,9,1.334,0,12.34,9,0,0,118,0.813559322,0.13559322,96,16,6,0,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,0.059782609,0.076086957,0.02173913,368,22,0,6,28,2,6,0.050675676,0.033783784,0.003378378,296,15,4,1,2,3,41.381,73.038,29.929,35.456,22.701,,46.943,72.881,34.227,37.816,27.036,,42.716,73.816,31.152,39.307,24.328,,0.9262,0.9667,0.8849,0.9161,0.7419,,0.9468,0.9625,0.9082,0.9091,0.7179,,0.9369,0.9733,0.8844,0.7808,0.5714,,0.0578,1.7628,0.0017,3.28,R,1.371212121,1.05936228
general,public,48,National Golden Gate University,7311026,Architecture,4807311026,Architecture of National Golden Gate University,8,Architecture and Design,8.Architecture and Design,62,Architecture,62.Architecture,244,8,36,71 Jinmen County,general,0.0328,45,58,50,47,36,8,0.030319285,0.032786885,8,1,1,8,8,0.899150743,0,7.47,8.42,0,0,144,0.847222222,0.111111111,122,16,6,0,AR,1,0,1,0,0,0,"AE,SA,AI",0,1,1,1,1,0,2,A,0.5,0.25,0.02661597,0.072243346,0.022813688,526,14,0,4,38,1,11,0.030674847,0.012269939,0.00204499,489,15,1,1,2,2,39.013,68.892,29.411,33.635,25.888,30.045,41.826,72.127,32.214,35.287,30.381,30.848,42.786,75.862,29.201,34.948,26.736,42.397,0.9167,0.9468,0.9067,0.9007,0.5897,0.9444,0.9088,0.9468,0.9176,0.9155,0.6829,0.9444,0.9218,0.9091,0.8985,0.903,0.4146,0.8684,0.0483,4.17433,0.0185,2.633,A,1.465223794,1.025932109
general,public,48,National Golden Gate University,4212013,Ocean and Border Management,4804212013,Ocean and Border Management of National Golden Gate University,15,Law and Politics,15.Law and Politics,101,Administration,101.Administration,182,7,42,71 Jinmen County,general,0.0385,46,50,43,42,0,1,-0.025433097,0.005494505,7,1,1,7,7,1.683098592,10,12.9,13.2,0,0,122,0.819672131,0.131147541,100,16,6,0,ECA,0,0,1,0,1,1,EC,0,0,0,0,1,1,5,E,0.56,0.44,0.017000578,0.039668015,0.011331445,353,6,0,1,14,0,4,0.046296296,0.018518519,0,108,5,0,0,0,2,59.542,83.224,28.534,55.133,,,67.615,87.386,31.419,56.668,,,61.495,90.761,29.722,55.25,,,0.8502,0.9538,0.7756,0.8551,,,0.8756,0.9077,0.8349,0.8841,,,0.8667,0.9153,0.7608,0.9,,,-0.002,2.69875,0.0169,4.164,E,2.069006123,1.139195584
general,public,52,National Pingtung University,4199047,Real Estate Management,5204199047,Real Estate Management of National Pingtung University,16,Management,16.Management,110,Lands and Land Asset Management,110.Lands and Land Asset Management,250,11,52,13 Pingtung County,general,0.044,66,67,57,58,0,2,-0.038852786,0.008,11,0.909090909,1,10,11,0.984347826,11.5,10.14,9,13,0,128,0.78125,0.21875,100,28,0,0,ECA,0,0,1,0,1,1,EC,0,0,0,0,1,1,5,R,0.33,0.27,0.021276596,0.040425532,0.021276596,470,10,0,4,19,5,5,0.031620553,0.031620553,0.003952569,253,8,0,1,0,7,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,R,1.961924632,1.056685221
general,public,52,National Pingtung University,2299033,Cultural and Creative Industries,5202299033,Cultural and Creative Industries of National Pingtung University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",91,Culture and Industry,91.Culture and Industry,224,9,58,13 Pingtung County,general,0.0402,53,52,63,50,0,6,-0.004559556,0.026785714,9,1,1,9,9,1.206896552,5,11.5,13.5,0,0,128,0.78125,0.21875,100,28,0,0,,0,0,0,0,0,0,EC,0,0,0,0,1,1,4,E,0.27,0.18,0.033149171,0.066298343,0.005524862,362,12,0,1,24,1,1,0.037735849,0.033962264,0,265,10,1,0,2,6,50.279,77.081,33.02,41.311,,,55.483,78.92,35.654,34.962,,,45.052,78.111,28.95,38.96,,,0.8913,0.95,0.8448,0.8889,,,0.913,0.85,0.8793,0.8333,,,0.8636,0.9608,0.803,1,,,-0.0131,-2.6545,-0.0249,0.832,E,1.556200345,1.075466999
general,public,52,National Pingtung University,1121016,Early Childhood Education,5201121016,Early Childhood Education of National Pingtung University,14,Education,14.Education,94,Early Childhood Education,94.Early Childhood Education,424,10,100,13 Pingtung County,general,0.0236,110,106,101,94,3,10,-0.050946793,0.023584906,10,1,1,10,10,1,0,12,12,0,0,137,0.795620438,0.204379562,109,28,0,0,SA SAC,0,0,1,1,0,1,SA,0,0,1,1,0,0,5,S,1,0.67,0.029976019,0.061151079,0.016786571,834,25,4,4,51,10,4,0.019305019,0.016731017,0.003861004,777,15,3,3,2,5,55.313,75.621,32.645,25.384,,,57.58,76.503,35.008,27.35,,,50.771,75.409,31.494,27.452,,,0.9137,0.9766,0.9098,0.9565,,,0.9353,0.9766,0.9216,0.971,,,0.9266,1,0.9273,0.8925,,,0.0025,-0.95925,0.012,1.87,S,1.612084842,0.99924512
general,public,52,National Pingtung University,4131039,Business Administration,5204131039,Business Administration of National Pingtung University,16,Management,16.Management,102,Business Administration,102.Business Administration,482,11,97,13 Pingtung County,general,0.0228,187,118,100,96,0,15,-0.187175443,0.031120332,12,0.75,0.916666667,9,11,1.676,12.33,16,0,16.5,0,150,0.693333333,0.186666667,104,28,0,0,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.02004717,0.037735849,0.003537736,848,17,1,1,32,2,1,0.03033839,0.025670945,0.007001167,857,26,3,6,6,7,47.96,99.045,29.887,35.199,24.762,33.925,52.793,105.597,32.632,37.663,27.331,38.15,48.024,96.539,30.451,37.259,28.641,31.935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,0.34517,0.034,3.898,E,1.577091064,1.042858758
general,public,52,National Pingtung University,3141036,Social Development,5203141036,Social Development of National Pingtung University,10,Social and Psychology,10.Social and Psychology,67,Sociology,67.Sociology,223,9,54,13 Pingtung County,general,0.0404,54,67,52,42,3,5,-0.058482516,0.022421525,9,1,1,9,9,2.127659574,11,13,10.75,0,0,128,0.78125,0.21875,100,28,0,0,EAS,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.39,0.22,0.025157233,0.056603774,0.009433962,318,8,1,1,18,2,1,0.030075188,0.030075188,0.011278195,266,8,1,3,3,1,61.633,73.218,31.375,,,,65.024,74.249,35.802,,,,67.037,77.226,32.953,,,,0.9323,0.987,0.8208,,,,0.9139,0.9744,0.8703,,,,0.9112,0.98,0.8466,,,,0.0008,3.66333,0.0062,2.95,S,2.03432161,1.076305221
general,public,52,National Pingtung University,4141044,International Trade,5204141044,International Trade of National Pingtung University,17,Finance and Economics,17.Finance and Economics,117,International Business,117.International Business,406,11,104,13 Pingtung County,general,0.0271,111,109,80,93,0,13,-0.040524355,0.032019704,11,0.909090909,1,10,11,0.529666667,0,14.89,16,13,0,128,0.6953125,0.21875,89,28,0,11,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,0.030076142,0.059073604,0.011784512,594,14,4,1,32,6,1,0.037037037,0.035087719,0.011695906,513,19,1,6,8,3,45.938,82.117,30.02,32.603,25.73,31.007,50.975,81.953,33.255,34.59,27.38,32.112,46.158,70.54,30.649,33.896,27.452,25.71,0.9015,0.9263,0.8878,0.91,0.5823,0.8824,0.9545,0.9158,0.9126,0.91,0.7562,0.8971,0.9365,1,0.8898,0.8924,0.5294,0.7333,0.0182,-2.16833,0.0426,2.142,E,1.506019772,1.052483704
general,public,52,National Pingtung University,1111001,Education,5201111001,Education of National Pingtung University,14,Education,14.Education,92,Education,92.Education,398,13,88,13 Pingtung County,general,0.0327,102,104,94,89,0,9,-0.043245831,0.022613065,13,1,1,13,13,21.25,7.75,12.5,0,0,0,150,0.72,0.186666667,108,28,4,10,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.6,0.3,0.030456853,0.058375635,0.013959391,788,24,6,1,46,10,1,0.012631579,0.010526316,0.004210526,475,6,0,2,0,3,62.984,83.702,37.423,,,,64.477,84.742,40.772,,,,66.694,83.811,39.105,,,,0.9518,0.9757,0.8423,,,,0.957,0.9714,0.881,,,,0.9654,0.986,0.8494,,,,-0.0103,1.83367,0.0132,1.961,S,1.705510804,1.136566988
general,public,52,National Pingtung University,7141060,Information Engineering,5207141060,Information Engineering of National Pingtung University,1,Information,1.Information,1,Information Engineering,1.Information Engineering,248,10,68,13 Pingtung County,general,0.0403,65,65,59,58,0,1,-0.036418948,0.004032258,10,1,1,10,10,1.58,8.5,11.83,12.5,0,0,128,0.78125,0.21875,100,28,0,0,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.004807692,0.012019231,0.009615385,416,2,1,1,5,3,1,0.012931034,0.010775862,0.004310345,464,6,0,2,1,2,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,52,National Pingtung University,6131061,Information Science,5206131061,Information Science of National Pingtung University,1,Information,1.Information,1,Information Engineering,1.Information Engineering,228,11,49,13 Pingtung County,general,0.0482,59,56,60,51,0,2,-0.043139629,0.00877193,11,1,1,11,11,1.824817518,10,11.5,11.33,0,0,128,0.703125,0.21875,90,28,0,10,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.034090909,0.082386364,0.008522727,352,12,2,0,29,3,0,0.023376623,0.018181818,0.007792208,385,9,0,3,1,3,56.046,80.246,30.849,34.305,25.63,33.016,68.887,86.921,35.771,37.564,28.137,34.081,62.298,84.755,31.68,34.913,28.66,37.269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3.24717,0.0223,5.212,I,1.966477273,1.091597874
general,public,52,National Pingtung University,5411055,Applied Mathematics,5205411055,Applied Mathematics of National Pingtung University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",15,Mathematics,15.Mathematics,173,13,39,13 Pingtung County,general,0.0751,41,46,38,39,0,9,-0.008548678,0.052023121,13,1,1,13,13,1.692307692,9,12,12,0,0,128,0.734375,0.21875,94,28,0,6,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,0.030501978,0.045324797,0.022151899,316,10,2,3,15,4,3,0.04587156,0.04587156,0.009174312,218,10,0,2,2,6,50.771,82.542,33.096,29.143,,,56.24,84.175,37.087,33.073,,,50.944,81.047,33.268,29.954,,,0.8779,1,0.7982,1,,,0.8725,1,0.8624,1,,,0.9042,1,0.7735,0.5556,,,0.1107,-0.08475,0.0147,3.756,C,1.53132139,1.168972204
general,public,52,National Pingtung University,1141014,Physical Education,5201141014,Physical Education of National Pingtung University,18,Recreation and Sports,18.Recreation and Sports,122,Physical Education,122.Physical Education,314,16,69,13 Pingtung County,general,0.051,86,76,67,66,0,19,-0.083208499,0.060509554,16,0.6875,1,11,16,0.885658915,10.6,11.25,12,12.8,0,128,0.671875,0.21875,86,28,4,10,RS SRE,1,0,0,1,1,0,"SA,SR",1,0,1,1,0,0,4,S,0.7,0.3,0.051218324,0.133491715,0.019163763,574,29,2,10,76,5,6,0.05734767,0.055555556,0.008960573,558,32,3,5,5,18,61.391,80.775,34.619,33.738,,,64.135,83.716,39.196,37.126,,,57.882,80.685,36.175,35.243,,,0.9485,0.9835,0.853,0.8689,,,0.9429,0.9753,0.8805,0.8607,,,0.9348,0.9847,0.8765,0.8065,,,0.0129,-0.1345,0.0014,3.413,S,1.600055287,1.066514546
general,public,1,National political university,2311015,Turkish Literature,102311015,Turkish Literature of National political university,12,Foreign Languages,12.Foreign Languages,82,Oriental Literature,82.Oriental Literature,131,6,24,30 Taipei City,general,0.0458,34,33,26,25,0,13,-0.093331505,0.099236641,6,0.833333333,1,5,6,0.6,0,9.2,0,16,0,128,0.78125,0.21875,100,28,0,0,AS,0,0,1,1,0,0,"EC,SA",0,0,1,1,1,1,4,E,0.33,0.33,0.00390625,0.06640625,0.01171875,256,1,0,0,17,0,3,0.01953125,0.01953125,0.00390625,256,5,0,1,0,4,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,E,1.47491241,0.982636879
